CH06,edad2,educ,ingreso_total_familiar,ix_tot,horastrab,CH04,PP07H,PP03C,CAT_OCUP,CH07,informal
1.2851676130234877,1.3266733494872904,-0.10336040436620142,1.2968699472672511,-0.7352559081171498,-0.35498957779219525,1,0,1,2.0,2.0,0
0.5455923735970668,0.43885391589392064,-0.354469116814151,-0.3527202773022286,-0.096744198436467,-2.234974503311545,1,0,0,2.0,1.0,0
1.202992586420552,1.221164373321122,0.06404540393243162,-0.2897517413880704,-0.7352559081171498,-0.766236280249553,0,0,1,2.0,1.0,0
-0.029632812623482763,-0.15559909616424872,-0.521874925112784,0.012071548374919366,3.0958143499669473,0.05625712466516254,1,1,0,3.0,1.0,0
-1.0157331318587106,-0.9790837881928817,0.31515411638038116,0.08212436130756391,0.5417675112442158,-0.11999146210227651,0,1,1,3.0,3.0,0
0.3812423203911955,0.2604322326210502,-0.689280733411417,1.0480796178650365,1.1802792209248987,0.11500665358764223,1,0,1,1.0,2.0,0
0.5455923735970668,0.43885391589392064,-0.10336040436620142,0.402578718339874,-0.7352559081171498,0.11500665358764223,1,0,1,2.0,1.0,0
1.0386425332146807,1.0152932003139636,-0.6055778292621006,-0.9761202595898324,0.5417675112442158,1.994991579106992,1,1,1,3.0,2.0,0
-1.6731333446821957,-1.3908261342071981,-0.10336040436620142,0.32432823580872855,-0.7352559081171498,-1.0599839248619514,0,0,1,2.0,1.0,0
0.4634173469941311,0.34878527770328893,-0.019657500216884904,-0.11909116520109594,-1.3737676177978326,0.9962495874248375,0,1,0,3.0,5.0,0
